election_date,parish_code,parish,race_id,specific_title,summary_text,full_text,votes_yes,votes_no,pct_yes,voters_qualified,voters_voted,result
2013-11-16,55,Terrebonne,9393,PW PC Prop. #2 -- 7.31 Mills - PC - 10 Yrs.,Parishwide Propositions Proposition No. 2 (Drainage Tax Renewal),"Shall the Parish of Terrebonne, State of Louisiana (the ""Parish""), continue to levy a seven and thirty-one hundredths (7.31) mills tax on all the property subject to taxation within the Parish (an estimated $5,926,223 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2018 and ending with the year 2027, for the purpose of operating, maintaining and constructing drainage works within and for said Parish, title to which shall be in the public?",3741,1059,77.94,63284,4895,Pass
2013-11-16,55,Terrebonne,9394,PW PC Prop. #3 -- .42 Mills - PC - 10 Yrs.,Parishwide Propositions Proposition No. 3 (Mental Health Renewal),"Shall the Parish of Terrebonne, State of Louisiana (the ""Parish""), continue to levy and collect a special tax of forty-two hundredths (.42) mills on all property subject to taxation in said Parish (an estimated $340,500 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2020 and ending with the year 2029, for the purpose of operating and maintaining the Terrebonne Regional Mental Health Center?",3627,1159,75.78,63284,4895,Pass
2013-11-16,55,Terrebonne,9395,PW PC Prop. #4 -- 7-1/2 Mills - PC - 10 Yrs.,Parishwide Propositions Proposition No. 4 (Council on Aging Renewal),"Shall the Parish of Terrebonne, State of Louisiana (the ""Parish""), continue to levy and collect a special tax of seven and one-half (7-1/2) mills on all property subject to taxation in said Parish (an estimated $6,080,260 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2020 and ending with the year 2029, for the purpose of acquiring, constructing, operating and maintaining capital improvements to serve the elderly; and for operating and maintaining programs for the elderly and disabled persons in Terrebonne Parish through the Terrebonne Council on Aging Incorporated?",3669,1131,76.44,63284,4895,Pass
2013-11-16,55,Terrebonne,9396,PW PC Prop. #5 -- .98 Mills - PC - 20 Yrs.,Parishwide Propositions Proposition No. 5 (Youth Center Millage Renewal),"Shall the Parish of Terrebonne, State of Louisiana (the ""Parish""), continue to levy a ninety-eight hundredths (.98) mills tax on all property subject to taxation in said Parish (an estimated $794,500 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of twenty (20) years, beginning with the year 2018 and ending with the year 2037, for the purpose of acquiring, constructing, operating, maintaining and managing a youth center in said Parish, and providing rehabilitative programs within a structured environment for children who enter the juvenile justice system or who are in need of care or supervision?",3295,1450,69.44,63284,4895,Pass
2013-11-16,55,Terrebonne,9397,PW PC Prop. #6 -- .96 Mills - PC - 20 Yrs.,Parishwide Propositions Proposition No. 6 (Youth Center Millage),"Shall the Parish of Terrebonne, State of Louisiana (the ""Parish""), levy a ninety-six hundredths (.96) mills tax on all property subject to taxation in said Parish (an estimated $778,300 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of twenty (20) years, beginning with the year 2013 and ending with the year 2032, for the purpose of acquiring, constructing, equipping, operating, maintaining and managing a youth center in said Parish, and providing rehabilitative programs within a structured environment for children who enter the juvenile justice system or who are in need of care or supervision?",2689,2091,56.26,63284,4895,Pass
2013-11-16,58,Vernon,9409,PW School Board -- 8.12 Mills - SB - 10 Yrs.,Parishwide School Tax Proposition (Tax Continuation),"Shall the Parish of Vernon, State of Louisiana (the ""Parish""), through the Vernon Parish School Board, the governing authority of the Parish for school purposes, continue to levy an eight and twelve hundredths (8.12) mills tax on all of the property subject to taxation in the Parish (an estimated $1,080,000 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2015 and ending with the year 2024, for the purpose of giving additional support to the public elementary and secondary schools in the Parish, including paying the cost of operating and maintaining public school houses and buildings in the Parish, said millage to represent a ninety-five hundredths of a mill (.95) increase over the 7.17 mills tax authorized to be levied through the year 2014 pursuant to an election held on April 23, 2005?",813,338,70.63,23763,1217,Pass
2013-11-16,58,Vernon,9410,Hornbeck School Dist. No. 143 -- 13.83 Mills - SB - 10 Yrs.,Hornbeck School District No. 143 Proposition (Tax Continuation),"Shall Hornbeck School District No. 143 of the Parish of Vernon, Louisiana (the ""District""), continue to levy a thirteen and eighty-three hundredths (13.83) mills tax on all of the property subject to taxation in said District (an estimated $40,800 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2015 and ending with the year 2024, for the purpose of giving additional support to the public elementary and secondary schools in the District, including paying the cost of operating and maintaining public school houses and buildings in the District, said millage to represent a fifty-one hundredths of a mill (.51) increase over the 13.32 mills tax authorized to be levied through the year 2014 pursuant to an election held on April 23, 2005?",61,25,70.93,1748,89,Pass
2013-11-16,58,Vernon,9411,Orange School Dist. No. 145 -- 13.24 Mills - SB - 10 Yrs.,Orange School District No. 145 Proposition (Tax Renewal),"Shall Orange School District No. 145 of the Parish of Vernon, Louisiana (the ""District""), continue to levy a thirteen and twenty-four hundredths (13.24) mills tax on all of the property subject to taxation in said District (an estimated $91,400 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2015 and ending with the year 2024, for the purpose of giving additional support to the public elementary and secondary schools in the District, including paying the cost of operating and maintaining public school houses and buildings in the District?",82,68,54.67,2749,159,Pass
2013-11-16,58,Vernon,9412,Ward One Wardwide SD No. 162 -- 13.03 Mills - SB - 10 Yrs.,Ward One Wardwide School District No. 162 Proposition (Tax Renewal),"Shall Ward One Wardwide School District No. 162 of Vernon Parish, Louisiana (the ""District""), continue to levy a thirteen and three hundredths (13.03) mills tax on all of the property subject to taxation in said District (an estimated $788,300 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2015 and ending with the year 2024, for the purpose of giving additional support to the public elementary and secondary schools in the District, including paying the cost of operating and maintaining public school houses and buildings in the District?",219,92,70.42,7834,351,Pass
2013-11-16,60,Webster,9384,Springhill Sch. Dist. No. 8 -- 7.09 Mills - SB - 10 Yrs.,Springhill School District No. 8 Proposition (Millage Renewal),"Shall Springhill School District No. 8 of the Parish of Webster, State of Louisiana (the ""District""), continue to levy a special tax of seven and nine hundredths (7.09) mills on all property subject to taxation in the District (an estimated $234,715 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2015 and ending with the year 2024, for the purpose of acquiring, constructing, repairing, improving, maintaining and/or operating schools and school related facilities, equipment and programs for the District?",126,69,64.62,4747,199,Pass
2013-11-16,60,Webster,9423,"Dixie Inn Fire Prot. Dist. No. 7 -- $600,000 Bonds - BOC - 10 Yrs.",Dixie Inn Fire Protection District No. 7 Proposition  (Bond),"Shall Dixie Inn Fire Protection District No. 7 of the Parish of Webster, State of Louisiana (the ""District""), incur debt and issue bonds to the amount of not exceeding Six Hundred Thousand Dollars ($600,000), to run not exceeding ten (10) years from the date thereof, with interest at a rate not exceeding six per centum (6%) per annum, for the purpose of acquiring, constructing and improving buildings, machinery and equipment, including fire trucks, title to which shall be in the public, to be used in giving fire protection to the property in the District, which bonds will be general obligations of the District and will be payable from ad valorem taxes to be levied and collected in the manner provided by Article VI, Section 33 of the Constitution of the State of Louisiana of 1974, and statutory authority supplemental thereto, with no estimated increase in the millage rate to be levied in the first year of issue above the 12.50 mills currently being levied to pay General Obligation Bonds of the District?",120,7,94.49,1314,129,Pass
2013-11-16,64,Winn,9408,PW School Board -- 8.07 Mills - SB - 10 Yrs.,Parishwide Proposition (Millage Renewal),"Shall the Parish of Winn, State of Louisiana (the ""Parish""), through the Winn Parish School Board, the governing authority thereof for school purposes, continue to levy a special tax of eight and seven hundredths (8.07) mills on all property subject to taxation in the Parish (an estimated $500,340 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2015 and ending with the year 2024, for the purpose of providing funds for maintenance and operation of the public schools of the Parish?",1501,767,66.18,9297,2407,Pass
2013-11-16,64,Winn,9418,Cons. School Dist. No. 11 -- 3 Mills - SB - 10 Yrs.,Consolidated School District No. 11 Proposition (Millage Renewal),"Shall Consolidated School District No. 11 of the Parish of Winn, State of Louisiana (the ""District""), continue to levy a special tax of three (3) mills on all property subject to taxation in the District (an estimated $38,400 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2015 and ending with the year 2024, for the purpose of acquiring, improving, maintaining, operating and supporting public schools and school facilities, equipment and programs in and for the District?",248,121,67.21,1422,404,Pass
2013-11-16,64,Winn,9445,Law Enforcement District -- 1/2% S&U Tax - Sheriff,Law Enforcement District Proposition (Sales Tax),"Shall the Law Enforcement District of the Parish of Winn, State of Louisiana (the ""District""), be authorized to levy and collect a tax of one-half of one percent (1/2%) (the ""Tax""), (an estimated $900,000 reasonably expected at this time to be collected from the levy of the tax for an entire year), in perpetuity, from and after January 1, 2014, upon the sale at retail, the use, the lease or rental, the consumption, and storage for use or consumption, of tangible personal property and on sales of services in the District, with the proceeds of the Tax (after paying the reasonable and necessary costs and expenses of collecting and administering the Tax) to be dedicated and used for the purpose of providing additional support for the Winn Parish Sheriff's Department (the ""Department""), including but not limited to, acquiring, improving, maintaining and operating law enforcement facilities, vehicles and equipment and funding general operations of the Department?",1179,1087,52.03,9297,2407,Pass
2014-02-01,36,Orleans,9451,Tamaron Subdivision Improv. Dist. -- Parcel Fee 250 - CC - 8 Yrs.,Tamaron Subdivision Improvement District Proposition,"Shall the city of New Orleans levy a special annual fee (except that no fee shall be imposed upon any parcel whose owner qualified for the special assessment level provided by Article VII, Section 18(G)(1) of the Louisiana Constitution), to be called the Tamaron Subdivision Improvement District Fee, on each parcel of land in the Tamaron Subdivision Improvement District (which district is comprised of that area of the city of New Orleans located within the following boundaries: North I-10 Service Road, Morrison Road, Kingswood Subdivision and Gannon Road) in an amount not to exceed two hundred fifty dollars ($250) for eight (8) years, commencing on January 1, 2015 and ending December 31, 2022, which fee is estimated to generate approximately twenty two thousand dollars ($22,000) annually, to be used solely and exclusively to promote and encourage the security, beautification and overall betterment of the Tamaron Subdivision Improvement District as determined and managed by the Board of Commissioners of the Tamaron Subdivision Improvement District, which additional security (public or private) provided by the district shall be supplemental to and not in lieu of personnel and services provided in the district by the New Orleans Police Department?",63,24,72.41,174,93,Pass
2014-02-01,36,Orleans,9452,Lake Bullard Neighbor. Imp. Dist. -- Parcel Fee 250 - CC - 4 Yrs.,Lake Bullard Neighborhood Improvement District Proposition,"Shall the city of New Orleans renew the special annual fee, called the Lake Bullard Neighborhood Improvement District Fee, on each improved parcel of land in the Lake Bullard Neighborhood Improvement District (which district is comprised of that area of the city of New Orleans lying within the following perimeter: Bullard Avenue, Dwyer Road, Berg Canal and Lake Forest Boulevard) in an amount of two hundred fifty dollars ($250) for four (4) years, commencing on January 1, 2015 and ending December 31, 2018, which fee is estimated to generate approximately seventy thousand dollars ($70,000) annually, to be used solely and exclusively to promote and encourage the security, beautification and overall betterment of the Lake Bullard Neighborhood Improvement District as determined and managed by the Board of Commissioners of the Lake Bullard Neighborhood Improvement District, which additional security shall be supplemental to and not in lieu of personnel and services provided in the district by the New Orleans Police Department?",168,119,58.54,614,324,Pass
2014-02-01,36,Orleans,9453,McKendall Estates Security Dist. -- Parcel Fee 250 - CC - 8 Yrs.,McKendall Estates Security District Proposition,"Shall the city of New Orleans continue to levy a special annual fee to be called the McKendall Estates Neighborhood Improvement District Fee, on each parcel of land in the McKendall Estates Neighborhood Improvement District (which district is comprised of that area of the city of New Orleans located within the following perimeter: Bullard Avenue, South Easterlyn Circle, Jahncke Road or Canal (side), and Melvin Place), in the amount of two hundred and fifty dollars per parcel ($250.00) for eight (8) years, commencing on January 1, 2015 and ending on December 31, 2022, which fee is estimated to generate approximately thirty-six thousand five hundred dollars ($36,500) annually, to be used solely and exclusively to promote and encourage the security, beautification and overall betterment of the McKendall Estates Neighborhood Improvement District as determined and managed by the Board of Commissioners of the McKendall Estates Neighborhood Improvement District, which additional security shall be supplemental to and not in lieu of personnel and services provided in the district by the New Orleans Police Department?",77,43,64.17,263,137,Pass
2014-02-01,36,Orleans,9454,Hurstville Sec. & Neigh. Imp. Dist. -- Parcel Fee 550 plus 25  -  CC - 8 Yrs.,Hurstville Security and Neighborhood Improvement District Proposition,"Shall the City of New Orleans continue to levy the authorized annual fee in an amount not to exceed a maximum per year of five hundred fifty dollars ($550.00) plus twenty-five dollars ($25) per year for each calendar year after 2015 on each parcel of improved land in the Hurstville Security and Neighborhood Improvement District (the District) (except as otherwise provided), as specified by Council Resolution R-13-378, for eight (8) years commencing January 1, 2015 and ending December 31, 2022 unless further continued by the voters, to promote and encourage District security, beautification, and overall betterment, which fee is estimated to generate approximately $325,890 per year?",524,154,77.29,1773,895,Pass
2014-02-01,36,Orleans,9455,Upper Audubon Security Dist. -- Parcel Fee 500 - CC - 6 Yrs.,Upper Audubon Security District Proposition,"Shall the city of New Orleans renew and levy a special annual fee (except for parcels whose owner qualified for the special assessment level provided by Article VII, Section 18(G)(1) of the Louisiana Constitution), to be called the Upper Audubon Security District Fee, on each parcel of land in the Upper Audubon Security District, within the following boundaries: the uptown side of Audubon Park to St. Charles Avenue (river side only) to Broadway (both sides) to Magazine Street (lakeside only) and back to the uptown side of Audubon Park, in an amount not to exceed five hundred dollars ($500), for six (6) years, commencing on January 1, 2015 and ending on December 31, 2020, which is estimated to generate approximately $171,000 per year to be used exclusively to aid in crime prevention and reduction by providing additional security for residents of the Upper Audubon Security District as determined and managed by the Board of Commissioners of the Upper Audubon Security District, which additional security (public or private) provided by the district shall be supplemental to and not in lieu of personnel and services provided in the district by the New Orleans Police Department?",285,36,88.79,824,394,Pass
2014-02-01,36,Orleans,9456,Mid-City Security District -- Parcel Fee 200-250 or 300-375-CC-5 Yrs.,Mid-City Security District Proposition,"Shall the city of New Orleans continue to levy a special annual fee called the Mid-City Security District Fee, on each improved parcel of land in the Mid-City Security District, bounded by: Tulane Avenue (both sides), Interstate 10 (interior side), City Park Avenue (interior side), West Moss Street (interior side), Orleans Avenue (both sides), and North Broad Street and South Broad Street (both sides), in an amount not less than two hundred dollars ($200) and not to exceed two hundred fifty dollars ($250) for each improved residential parcel and not less than three hundred dollars ($300) and not to exceed three hundred seventy-five dollars ($375) for each improved commercial parcel, for five (5) years, commencing on January 1, 2015 and ending on December 31, 2019, which fee is estimated to generate approximately nine hundred seventy thousand dollars ($970,000) annually, to be used solely and exclusively to promote and encourage the security of the Mid-City Security District as determined and managed by the Board of Commissioners of the Mid-City Security District, which additional security shall be supplemental to and not in lieu of personnel and services provided in the district by the New Orleans Police Department?",1471,942,60.96,8802,3013,Pass
2014-03-15,36,Orleans,9477,PW City Council (Veterans) -- Disabled Veterans Homestead Exemp. - CC,Parishwide Proposition (Disabled Veterans Homestead Exemption),"Shall an additional homestead exemption be authorized in the Parish of Orleans, State of Louisiana, for certain disabled veterans and surviving spouses in accordance with and subject to the provisions of Article VII, Section 21(K) of the Louisiana Constitution, provided that this additional homestead exemption shall extend and apply to property in Orleans Parish only after approval by a majority of registered voters of Orleans Parish voting on this proposition?",44691,12103,78.69,244450,62576,Pass
2014-03-15,36,Orleans,9490,PW City Council Audubon Comm -- 4.20 Mills - CC -50 Yrs.,Parishwide Proposition (In-Lieu Millage),"Shall the City of New Orleans, Louisiana (the ""City""), be authorized to levy and collect annually, in addition to any other authorized tax, a special ad valorem tax authorized not to exceed four and two-tenths (4.20) mills on all property subject to taxation within the City (an estimated $11,900,000 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of 50 years, beginning with the year 2015 and ending with the year 2064, which tax shall be collected in the same manner as all other ad valorem taxes and which shall be dedicated to and used by the Audubon Commission (the ""Commission"") for the purpose of acquiring, constructing, improving, maintaining or operating works of public improvement of the Commission, said tax to be levied and collected in lieu of separate ad valorem taxes of 0.40 mills and 3.80 mills previously approved by the electors of the City for the benefit of the Commission?",19576,37090,34.55,244450,62576,Fail
2014-03-15,36,Orleans,9491,Lake Willow Subdiv. Improv. Dist. -- $300 Parcel Fee - CC - 3 Yrs.,Lake Willow Subdivision Improvement District Proposition,"Shall the City of New Orleans renew the special annual fee, called the Lake Willow Subdivision Improvement District fee, on each parcel of land in the Lake Willow Subdivision Improvement District, excluding Lots 1B, 1C, and 1D (which district is comprised of that area of the City of New Orleans located between Morrison Road on the north, the Lawrence Drainage Canal on the west, the I-10 Service Road on the south, and on the east by a line approximately two hundred feet west of the west line of Crowder Road), in an amount of three hundred dollars ($300) for three (3) years beginning on January 1, 2015 and ending on December 31, 2017, which fee is estimated to generate approximately $52,200 per year, to be used solely and exclusively to promote and encourage the security, beautification and overall betterment of the Lake Willow Subdivision Improvement District as determined and managed by the Board of Commissioners of the Lake Willow Subdivision Improvement District, except a 1% City collection fee, which additional security shall be supplemental to and not in lieu of personnel and services provided in the district by the New Orleans Police Department?",63,67,48.46,282,130,Fail
2014-04-05,01,Acadia,9464,Fire Prot. Dist. No. 1 -- Parcel Fee $50-BOC-10 yrs.,Fire Protection District No. 1 Proposition (Parcel Fee),"Shall Fire Protection District No. 1 of the Parish of Acadia, State of Louisiana (the ""District""), levy and collect annually for a period of ten (10) years, beginning with the year 2014, a parcel fee of Fifty Dollars ($50.00) on each lot, subdivided portion of ground or individual tract upon which is located, either in whole or in part, a residential or commercial structure, regardless of the structure's being occupied or unoccupied (an estimated $42,000 reasonably expected at this time to be collected from the levy of the parcel fee for an entire year), for the purpose of acquiring, constructing, maintaining and operating fire protection facilities and equipment for the District, including the cost of obtaining water for fire protection purposes and all purposes incidental thereto?",62,32,65.96,1301,94,Pass
2014-04-05,06,Beauregard,9475,PW Law Enforcement Dist. -- 1/2% S&U Tax - Sheriff - 10 Yrs.,Law Enforcement District Proposition (1/2% Sales Tax Renewal),"Shall the Law Enforcement District of the Parish of Beauregard, State of Louisiana (the ""District""), under the provisions of Article VI, Section 30 of the Constitution of the State of Louisiana of 1974, Chapter 26 of Title 33 of the Louisiana Revised Statutes of 1950, as amended, and other constitutional and statutory authority, be authorized to levy and collect, a tax of one-half of one percent (1/2%) (the ""Tax""), (an estimated $2,660,643 reasonably expected at this time to be collected from the levy of the tax for an entire year), upon the sale at retail, the use, the lease or rental, the consumption, and the storage for use or consumption, of tangible personal property and on sales of services in the District, all as provided by state law, for a period of ten (10) years, from and after October 1, 2014, with the proceeds of the Tax (after paying the reasonable and necessary costs and expenses of collecting and administering the Tax) to be dedicated and used towards the payment of the salaries and benefits of deputies?",1902,721,72.51,21654,2775,Pass
2014-04-05,10,Calcasieu,9463,PW Mosquito Control -- 2.41 Mills - Police Jury - 10 Yrs,Parishwide Mosquito Control Proposition (Tax Renewal),"Shall the Calcasieu Parish Police Jury (the ""Police Jury""), serving as the governing authority of Calcasieu Parish, Louisiana (the ""Parish""), be authorized to renew, levy and collect an existing two and forty-one one-hundredths (2.41) mills special tax on all properties subject to taxation within the boundaries of the Parish, for a period of ten (10) years, beginning January 1, 2015, and ending December 31, 2024, with collections from the renewed levy estimated to be $4,157,088 for one entire year, for the purpose of maintaining and operating the facilities and services of the Calcasieu Parish Mosquito Control Program, as well as improving or constructing mosquito control facilities?",11761,3999,74.63,126330,16369,Pass
2014-04-05,10,Calcasieu,9465,PW Criminal Justice -- 3.16 Mills - Police Jury - 10 Yrs.,Parishwide Criminal Justice Proposition (Tax Renewal),"Shall the Calcasieu Parish Police Jury (the ""Police Jury""), serving as the governing authority of Calcasieu Parish, Louisiana (the ""Parish""), be authorized to renew, levy and collect an existing three and sixteen one-hundredths (3.16) mills special tax on all properties subject to taxation within the boundaries of the Parish, for a period of ten (10) years, beginning January 1, 2015, and ending December 31, 2024, with collections from the renewed levy estimated to be $5,450,788 for one entire year, for the purpose of operating, maintaining, and improving the facilities and services of the District Attorney and District Court of the 14th Judicial District in Calcasieu Parish, Louisiana?",9612,6040,61.41,126330,16369,Pass
2014-04-05,10,Calcasieu,9466,Airport Dist. No. One -- .63 Mill - Police Jury -10 Yrs.,Airport District No. One Proposition (Tax Renewal),"Shall Airport District No. One of Calcasieu Parish, Louisiana, (the ""District'') be authorized to renew, levy and collect an existing sixty-three one hundredths (.63) mill special tax on all properties subject to taxation within the boundaries of the District, for a period of ten (10) years, beginning January 1, 2015, and ending December 31, 2024, with collections from the renewed levy estimated to be $688,940 for one entire year, for the purpose of operating, maintaining, and improving the facilities of Lake Charles Regional Airport?",4924,2915,62.81,63993,8377,Pass
2014-04-05,10,Calcasieu,9467,Sales Tax Dist. No. Five -- 1/4% S&U Tax - PJ - 20 Yrs.,Sales Tax District No. Five Proposition,"Shall Sales Tax District No. Five of the Parish of Calcasieu, State of Louisiana, pursuant to Article VI, Section 29 of the Louisiana Constitution of 1974, and Subtitle II, Chapter 2-D of Title 47 of Louisiana Revised Statutes of 1950, as amended (R.S. 47:338.54), levy and collect for 20 years beginning January 1, 2015, a tax of one-fourth of one percent (1/4%) upon sale at retail, use, lease or rental, consumption, storage for use or consumption of tangible personal property and on sales of services defined in La. R.S. 47:301-317 (""Tax""), and shall the avails of the Tax, after paying costs of levy and collection, be dedicated and used for constructing, improving and maintaining sewers, sewerage works and acquiring necessary equipment and furnishings, title to which shall be in the public, with collections from levy of the Tax estimated to be $4,300,000 for one entire year; to issue bonds not exceeding 20 years from initial levy of the Tax, with interest at rates not exceeding eight percent (8%) per annum, to be retired with, paid from and secured by an irrevocable pledge and dedication of the Tax?",2007,3154,38.89,56080,5210,Fail
2014-04-05,10,Calcasieu,9482,Waterworks Dist. No. Five of Wds. Three and Eight -- 6.39 Mills - PJ - 10 Yrs.,Waterworks District No. Five of Wards Three and Eight Proposition (Tax Renewal),"Shall Waterworks District No. Five of Wards Three and Eight of Calcasieu Parish, Louisiana, (the ""District"") be authorized to renew, levy and collect an existing six and thirty-nine one-hundredths (6.39) mills special tax on all properties subject to taxation within the boundaries of the District, for a period of ten (10) years, beginning January 1, 2015, and ending December 31, 2024, with collections from the renewed levy estimated to be $160,079 for one entire year, for the purpose of acquiring, constructing, improving, maintaining or operating waterworks facilities within said District?",104,63,62.28,1539,177,Pass
2014-04-05,16,De Soto,9469,Fire District No. 3 -- 15 Mills - BOC - 10 yrs.,Fire District No. 3 Proposition (Millage),"Shall DeSoto Parish Fire District No. 3, State of Louisiana (the ""District""), be authorized to levy a fifteen (15) mills tax on all the property subject to taxation in the District (an estimated $390,000 expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2014 and ending with the year 2023, for the purpose of acquiring, constructing, improving, maintaining and/or operating the District's fire protection facilities, including equipment, and paying the cost of obtaining water for fire protection purposes, said tax, if approved, to replace the District's present $100 parcel fee being levied pursuant to an election held on November 17, 2007?",365,488,42.79,3842,872,Fail
2014-04-05,16,De Soto,9489,PW Police Jury -- 1.50 Mills - PJ - 10 Yrs.,Parishwide Proposition (Millage),"Shall the Parish of DeSoto, State of Louisiana (the ""Parish""), levy a tax of one and fifty hundredths (1.50) mills on all property subject to taxation in said Parish (an estimated $1,080,000 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2014 and ending with the year 2023, for the purpose of maintaining, operating and improving animal control facilities and mosquito control facilities for said Parish?",1236,1504,45.11,17895,2817,Fail
2014-04-05,17,East Baton Rouge,9457,PW - Rec. & Park Comm. (BREC) -- 4.10 Mills & 2.10 Mills -BOC-10 Yrs.,Parishwide Proposition (Recreation and Park Commission),"Shall the Recreation and Park Commission for the Parish of East Baton Rouge (""BREC""), be authorized to renew the levy of (i) a 4.10 mills property tax (an estimated $15,110,000 is reasonably expected to be collected from the levy of the tax for an entire year), for a period of 10 years, commencing in 2015, 50% of the proceeds thereof be used to provide funds for acquiring and developing land, buildings, machinery and equipment for the public parks and recreational properties and facilities of BREC, and 50% of the proceeds of said tax to be used to provide funds for maintaining and operating such public parks and recreational properties and facilities of BREC and other existing public parks and recreational properties and facilities of BREC and making available funds for the operating budget of BREC; and (ii) a 2.10 mills tax (an estimated $7,740,000 is reasonably expected to be collected from the levy of the tax for an entire year), for a period of 10 years, commencing in 2015, to provide funds for maintaining and operating the public parks and recreational properties and facilities of BREC, and making available funds for the operating budget of BREC?",10654,7145,59.86,277274,19036,Pass
2014-04-05,22,Grant,9459,Village of Georgetown -- Appoint Marshal - Mayor & BOA,Village of Georgetown Proposition,"Shall the Mayor of the Village of Georgetown be authorized to appoint a Marshal who shall be the Chief of Police, said appointment to be confirmed upon the approval of the Board of Aldermen and Alderwoman with the first such appointment to be made and effective at the end of the term of the Chief of Police in office at the time of the election of this proposition, in accordance with La. R.S. 33:381.2?",30,33,47.62,196,63,Fail
2014-04-05,23,Iberia,9499,Village of Loreauville -- 5.00 Mills - Mayor & BOA - 10 Yrs.,Village of Loreauville Proposition,"Shall the Village of Loreauville, Iberia Parish, Louisiana levy a tax of 5.00 mills on the dollar of assessed valuation on all property subject to taxation by the Village (an estimated $18,298.00 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years beginning with 2015 for the purpose of improving, maintaining and operating sewerage works for the Village, title to which shall be in the public?",36,18,66.67,575,54,Pass
2014-04-05,24,Iberville,9473,Fire Protection Dist. No. 1 -- 3.95 Mills - Parish Council - 10 Yrs.,Fire Protection District No. 1 Proposition (Tax Renewal),"Shall Fire Protection District No. 1 of the Parish of Iberville, State of Louisiana (the ""District""), continue to levy a special tax of three and ninety-five hundredths (3.95) mills on all property subject to taxation in the District (an estimated $193,300 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2016 and ending with the year 2025, for the purpose of continuing the maintenance, operation and capital expenditures necessary to operate the fire protection district facilities and to obtain water for its protection purposes?",188,14,93.07,3213,206,Pass
2014-04-05,24,Iberville,9474,Fire Protection Dist. No. 2 -- 6.78 Mills - Parish Council - 10 Yrs.,Fire Protection District No. 2 Proposition (Tax Renewal),"Shall Fire Protection District No. 2 of the Parish of Iberville, State of Louisiana (the ""District""), continue to levy a special tax of six and seventy-eight (6.78) mills on all property subject to taxation in the District (an estimated $100,540 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2015 and ending with the year 2024, for the purpose of financing the maintenance, operation and capital expenditures necessary to operate a fire protection service throughout the District?",138,5,96.5,733,143,Pass
2014-04-05,26,Jefferson,9476,City of Harahan -- 6 Mills - CC - 10 Yrs.,City of Harahan Proposition  (Millage),"Shall the City of Harahan, State of Louisiana (the ""City""), levy a special tax of six (6) mills on all the property subject to taxation in the City (an estimated $473,100 reasonably expected at this time to be collected from the levy of the tax for an entire year), for a period of ten (10) years, beginning with the year 2014 and ending with the year 2023, for the purpose of constructing, operating and maintaining the Police Department, including, but not limited to payment of salaries, maintenance expenses and equipment?",913,1538,37.25,6861,2630,Fail
2014-04-05,27,Jefferson Davis,9483,Town of Welsh -- 1/2% S & U Tax - Mayor & BOA - 10 Yrs.,Town of Welsh Proposition (Sales Tax),"Shall the Town of Welsh, State of Louisiana (the ""Town""), under the provisions of Article VI, Section 29 of the Louisiana Constitution of 1974, and other constitutional and statutory authority, be authorized to levy and collect a tax of one-half of one percent (1/2%) (the ""Tax""), for a period of ten (10) years, from and after July 1, 2014, upon the sale at retail, the use, the lease or rental, the consumption, and the storage for use or consumption, of tangible personal property and on sales of services in the Town, all as defined by law (an estimated $202,378 reasonably expected at this time to be collected from the levy of the tax for an entire year), with the proceeds of the Tax (after paying the reasonable and necessary expenses of collecting and administering the Tax), to be used for supporting, acquiring, constructing, improving, maintaining and operating the recreational grounds, facilities, equipment and programs of the Town?",156,246,38.81,2062,406,Fail
